question_id,member_id,question,type
86588,63414,filming was done at night to avoid a citywide blackout的filming前面是省略了什麼?,10
68156,63414,""" though it"" informed much of what I subsequently wrote in those books. --&gt; ""though wit"" informed much of what I subsequently wrote in those books. 會有一個W的音，請問是發音上，有連音還是特殊發音嗎?",14
55805,63414,You  wanna be  getting to know a person 為什麼意思是=>你想要了解一個人，而不是=>你想要成為一個了解那人的人。 你想要了解一個人的英文不是要翻成You  wanna get to know a person? ,14
54729,63414," Eh,  one of these days  "" I'm gonna "" read a book; eh, one of these days""  I'm gonna ""spend time with my child.  為什麼 I'm gonna聽起來像是someone，是因為連音、消音又或者是字幕有錯?",14
50008,63414,"請問在What I shared with them is,和 ""That's a horrible idea!""之間是否還有單字未打出來?  因為聽起來像是What I shared with them is,and I say : ""That's a horrible idea!""",14
1125,53875,為什麼不能聽到自己錄的聲音 (ps上一個用錯類別),14
3438,54591,So here's a question: Does the giving of a mint have any influence over how much tip you're going to leave them? 其中 any influence over 的over意思是什麼? 可以用哪些詞替代?,9
59283,88756,default這個字，查起來是拒絕出場...等意思，為什麼這邊翻作預設,14
57158,88756,為什麼最後面用where不是要用were嗎,5
44794,88756,為什麼 give an example 後面直接接SO,10
25964,58592,老師您好，請問is之前是不是應該加it? 否則好像沒有主詞。,7
5907,58592,老師您好    我上攻其不背14堂，發現這對聽力幫助很大，但對於單字的累積有點疑惑，我目標是考Toeic，系統裡寫需要7362個單字，假設我先前已經學過一半的單字，那還需要學3600左右個單字，以我目前一堂課約查詢5~6個單字，那估計需要上600多堂課才能累積這麼多單字? 請問我這樣估算對嗎?,14
14969,70979,"在練習時, 使用chrome, 並開啟HTML 5 但在錄音後聽課程音檔會有類似跳針、播錯段落或課程聲音與錄音重疊等現象 這個跟流量有關或是電腦系統問題?",14
14543,70979,這句不太瞭解 is keep practicing? 文法是 v. v. adj. 為什麼不是 is to keep practice? (v. 助動詞. 名詞)?,12
12442,70979,"by the way 是順帶一提的意思 也可以省略不用, 不影響句義吧?",8
11759,70979,"在影片中聽不太出來been的音。 發音是否縮成 ""They'veen told for years"" 了? 或是改為They've told for years (現在完成) 這邊的They表示主動者或被動者呢?",14
86010,81615,此句fluid翻成液體確定嗎？,14
41297,81615,So 與 throughout 是屬副詞嗎? 如何翻譯?,14
25822,83808,這裡的beings翻譯成什麼? 是必要的字嗎?,14
25355,83808,1.walking my dog 為什麼不是walking with my dog  2.it's been a really great day為什麼要加been,1
24979,83808,"we don't speak that way. 為什麼不是翻成""我們不說(提)那個方式"", 而翻成""我們不那樣說話""",14
24917,83808,為什都沒有聽到know的發音. 教材正確嗎?,14
63628,103557,"請什麼時候要用""as"" 連接?  ""as""還有什麼用法、怎麼翻譯最恰當?",14
21198,17978,The cold-blooded murderer behaved as if nothing had happened. 請問這句中的as if是當連接詞用嗎?,10
20201,17978,請問本句中的that是關係詞嗎?,5
53963,96774,後半句， is stop and start this video ，這裏的stop是指停止、放下手邊的事，然後開始去聽這段影片......是這個意思嗎？,14
551,36618," Everything we say can be drummed out.這句話是什麼意?，""句意檢查""翻譯得很奇怪，不容易看懂也不通順，我的障礙主要在在drum out這個詞上 ",14
44671,92904,They're not lying   為什麼這邊要用現在進行式？,2
47112,90417,compose of 和 consist of 都解釋成 由....組成，用法上有什麼差異呢?,8
75425,72234, a real moment where 為什麼是加where不是加when  where不是代指地方的關係副詞嗎？,5
68400,72234,I just thought (that)I should be able to use the bathroom I want 是省略that媽還是.....,10
67608,72234,what was gonna make her happy聽完講解還是有點不懂 直接what make her happy不就可以了媽,14
67604,72234,you would say為什麼不是you will say或是you said而是用would,3
45765,72234,decided這裡為甚麼要加ed,3
20530,72234,be不能去掉媽為甚麼這邊要家be,13
20527,72234,My best advice is to do your due diligence. 這是講解裡面的可是為甚麼is後面可以家不定詞,6
19660,72234,"though不是連接詞嗎？為甚麼這邊把他放在 ,   ,中間",10
19041,72234,為甚麼用過去式could,3
29384,83980,請問這裡的as是當什麼詞使用，如何翻譯這裡的as,14
26903,83980,請問這個句子裡的so是什麼意思？ 這個句子裡有兩個be動詞，請問這句的文法如何分析？,10
64306,93227,"您好 請問此處為何要使用""taking"" place,而非""take"" place? 謝謝",12
50151,93227,"您好: 請問此處為何要用""meeting""? 文法很差，時態始終搞不太懂XD 謝謝",12
110733,90106,請問這邊的發音 living conditions.，聽不太告tions是省略了嗎？？,14
106367,90106,請問這邊的for the economy itself will die if our ecosystems collapse是如何跟上一句連結成一整句的。,10
106365,90106,從have 念到been的時候有點不順，仔細聽原因似乎有省略一些發音，請問要怎麼發音比較好呢,14
103710,90106,請問這邊的solving fictious problem是以什麼樣形似接在often的後面呢?,5
101349,90106,請問這裡的journal entry中的entry是翻譯成什麼呢?為什麼要加entry,14
101343,90106,請問people後面為什麼要使用have而不是用people will come to your blog，have在這裡做什麼解釋呢?是什麼情況下可以使用have,1
84628,90106,請問這邊rests的用法是及物動詞嗎??還是不太會用，是否能夠舉一些跟這邊一樣用法的句子呢?,9
84529,90106,請問這裡的Originally created是否是省略了Originally(which was) created呢?,12
83638,90106,請問ultimate為什麼可以翻譯成理想的呢?,14
83303,90106,請問 be careful of為什麼不是加動名詞而是加句子，是因為他是一個片語嗎?,10
82245,90106,請問invading on the space of the fireplace.中所使用的介係詞為什麼是on而不是by呢?是invade後面固定接on嗎?,9
80019,90106,請問Now that we've found each other和you've given my past a future meaning兩句話之間不需要任何連接詞斷開嗎?還是now that就有類似and的功用了?,10
77280,90106,請問the greatest gifts we have of being alive 為什麼使用of而不是is呢,9
77275,90106,請問為什麼we were in love的可以不需要其他的介係詞連結前面的句子呢?例如前面一句的that when we were there 中的that?,9
76831,90106,請問為什麼everyone back at home怎麼翻成所有在老家的人？我以為是所有回到家的人？為什麼Back在這裡的中文沒有翻出來呢？,14
75490,90106,請問這一句為什麼無法聽到thing的發音，是省略了嗎?,14
57014,90106,請問常聽到美劇中使用ME AND YOU這個用法，這在文法上也是錯誤的嗎??,14
54239,90106,請問為何這裡的from college是翻譯成大學時期的一個女孩，而不是大學裡的一個女孩呢?,14
929,53540,我聽YOUTUBE (演講者) 講話的時候聲音很小,14
99788,91831,except that I do not think they have any fewer nightmares than I do 請問一下，except後為什麼要加that?,7
99782,91831,never troubling to wonder how it would feel to have been born other than they are 請問一下， 1.這裡的troubl為什麼要加ing 2.這整句看不懂怎麼寫出來的XDD,12
68747,91831,請問一下，這裡since的用法?謝謝喔~,1
66460,91831,請問一下，down the classics corridor的down是什麼意思呀?,9
61740,91831,I have decided to talk to you about the benefits of failure. 請問一下，為什麼要用完成式? 我發現文章裡的句子很常用完成式，為什麼呀? 謝謝喔~,1
61449,91831,I have decided to talk to you→ to talk to完全聽不出來 failure→聽不出來 請問一下要怎麼綀習這一部份?謝謝喔。,14
61448,91831,不知道是不是因為腔調的關係，不看字幕，幾乎聽不懂她在說甚麼，看了字幕又覺得其實沒那麼難，怎麼都聽不懂? 請問一下，要一直聽嗎? 這樣進度好慢，非常困擾XD,14
60594,91831,請問一下，發音練習的時候一定要模仿嗎?還是念對就好?因為這篇作者的腔調和之前的很不一樣，很不習慣，要念到精準好難XD,14
54304,54472,請問 or so 這邊可以連用嗎？,10
52729,54472,"請問 youtube.com/stuffmomnevertoldyou中的 ""/"" 怎麼發音? 我聽不太出來，謝謝。",14
51290,54472,請問then afterward in a rolling press中的then跟afterward是一樣的意思嗎? 可不可以只用then 或 afterward單一字就好?謝謝,10
50202,54472,請問老師朗讀的部分，我覺得produced聽起來像是processed？,14
37460,54472,我不太理解as在這裡的用法?請問可以解釋一下嗎?謝謝,9
14435,54472,請問lonely bridges中文翻譯是人煙罕至的橋  我不太懂lonely如何去形容一座橋?在我感覺lonely似乎是形容人的感受,14
14434,54472,grandeur 原文聽起來像是[ˋgrændʒɚ]，較慢速的老師朗讀聽起來像是[ˋgrændir] 請問兩種發音都是正確的嗎?,14
13572,54472,At more than a thousand acres 請問中文翻譯是「佔地超過1000英畝」，用At是固定的用法嗎? 可以用 Golden Gate Park is at more than a thousand acres.? 謝謝,14
59492,5100,filled to bursting 請問to後面要加Ving?,9
75897,77734,A compromise was reached that in retrospect satisfied nobody ，為什麼nobody 在satisfied的後面，而不是前面?,3
57336,80976,to 在何種情況使用？,5
19458,78470,...which takes us to the second point.想請問which的用法時機點在哪,5
19089,78470,by the way解釋查到是順帶一提或是順便說說這裡要怎麼翻比較恰當,14
112779,65698,"請問have been一般應該是用在完成式, 但這邊 have been special, 感覺不是完成某個動作? 而是 have been + adj. 是否指: 已經完成一個特殊的事件?",1
104096,65698,"您好想要請教一下 was now on a roll 這邊使用was是過去式, now感覺是現在式 這邊使用was now是怎樣的用法呢? thanks!",3
99679,65698,"不好意思想請教一下 這邊的 holding的主詞, 是 force嗎? 這邊是否 which後面的句子, 以及 holding後面的句子, 都是拿來修飾force的子句? 只是一個有which所以後面接worked, 而holding則是省略關係代名詞, 所以變成動名詞嗎?",5
99237,65698,"您好想要請問一下這句的one, 文法上算是什麼用法呢? 如果是寫成 a specific date that is tailored to his interests in mind 就會比較容易理解 寫成原句的話,  不常聽到或是使用的話, 比較難聽出來 因此想要請教一下是否有個確切的文法用法, 這樣會比較容易記憶 感謝！",14
41582,65698,"您好 想要請教一下這邊的 of being alive  算是一種什麼用法呢? 從語句看起來應該是修飾""gift"" 而""being alive""應該是一個子句嗎？ 所以整個就是 gift of ""being alive"" 所以其實以後只要想講 ""AAA"" of ""BBB"" BBB都可以用being + Adj 的方式來置換嗎? thanks!",9
41578,65698,"您好 想要請教一下 這邊的 ""of being hurt""  算是一種 形容詞嗎? 是of being v.t 都可以當成形容詞嗎? thanks!",9
31562,65698,"您好想請教兩個問題 1. all of which = 這邊算是什麼用法呢? 跟all of them的差別是什麼呢? 2. neither of us can touch but know is there 這句要怎麼拆解呢? 一般neither應該是常用 既不...也不... 可是這邊只有 neither of us can touch => 是用在這邊代表. 我們都碰不到嗎? 然後這邊but know is there是省略了 but we know that ""all of which"" is there嗎?  另外就是像這種拆解句子很複雜的句子 真的是聽很多次才能慢慢拆解 請問有沒有什麼方法可以比較快猜到意思呢?  thanks!",14
31232,65698,"您好我想請問這邊When的用法 這邊總覺得when加進來怪怪的 這邊的when是""當""的意思嗎? 感覺如果是寫成 there were times that it seems like xxxxx, 唸起來會比較順 想請教一下這邊是否有特別的用法呢? thanks!",5
19564,65698,"您好 我想請問一下關於mountain的唸法 我都是唸成: [ˋmaʊntn] 但感覺影片中的人好像都最後面的 ""tn""都唸得很輕或是聽不到 聽他這樣唸起來好像會比較順 如果我要唸出完整的 ""ˋmaʊntn"" 好像斷句就會斷的比較奇怪 沒辦法像他唸得一氣呵成 請問這邊是否有發音需要注意的地方呢? thanks!",14
19554,65698,"您好 我想要請教一下當在念 it snows a lot in the mountains 這句的時候 ""it"" ""snows"" ""a lot"" ""in the mountains""這邊怎麼唸都會唸成四個分開的段落 無法像影片中的人好像念起來一氣呵成 請問這邊發音有什麼需要注意的技巧嗎 thanks!",14
14313,65698,您好想要請教一個問題 我在念這句的時候 會不自覺唸成 one thing that people can do right now is to stop and start this video as you are listening to it. 直覺要念的時候總覺得 is 跟V一起念怪怪的 請問這邊文法上面是否有什麼需要注意的地方呢? thanks!,6
6687,64658,"And then I  come along and I say, ""But guess what, people, your accent isn't your problem."" 翻譯有點不懂",14
6663,64658,by the way 是什麼意思,8
23107,72307,這裡的was gathered是被動的用法嗎? 那能不能使用the whole family gathered to 就好了呢?,8
14281,72307,在寫作的時候常常不知道介係詞要用哪個 像這邊的with可以用in嗎?,9
13756,72307,註設狂犬病的疫苗介係詞有幾種?是不是有不同意思? 好像有看到用against、for、with?,9
13046,72307,saw 後面用原形動詞grow跟change是甚麼用法? through multiple relationships又沒有動詞 請問這句的文法該如何分析,12
19088,78260,影片中的發音: they ve told for years... 老師發音 : they been told for years.... 請問native speaker 都是跟影片中一樣的發音嗎?  這是第一堂課，有遇到一些連音，有些已自己去上網查詢， 是否之後課程能針對影片中的連音解說，讓學員練習口說更有效率?謝謝。,14
30381,82524,為什麼第一個to underdtand 要加ing,9
50389,98246,"老師您好: Let's take Jackie Chan.  As soon as that man opens his mouth, you hear his mother tongue, and yet we understand him all the time, and he makes tons of money performing in American movies. 句中的""and yet we understand him all the time""的understand不是不了解的意思嗎?為什麼翻譯出來是""然而我們總是了解他""",14
50273,98246,"You are always judged by the way you perform.中的""by the way""字典中查到的是""順便一提""的意思，為何翻譯中未有此意思",14
16982,51225,為什麼這邊的要用have thought跟have happened,1
25630,84365,and he makes tons of money performing in American movies.我想請問makes tons of money performing的句型,12
25628,84365,if you want to be presenting in English. 請問為什麼want to 後面要現在進行式,2
41806,91837,為什麼有兩個is連在一起,7
21584,71666," over here  在這句的意思是什麼呢? 感覺不加也不影響句意, 但加了句子比較有深度...",2
16667,71260,劇中沒有聽到our的發音，請問是否正確,14
15975,71260,"片中發音聽起來，比較像是What you meant?? 聽不到do的音, 請問字幕What do you mean 是否正確??",14
12687,71260,"Predictor question 本段譯為預設性問題, 但predictor 翻譯為""預言者"", 請問是否正確??",14
9474,66714,(1)someday在這裡是做形容詞的用法嗎?  (2)可以作副詞用嗎? 若可以做副詞用的話是否要擺在reminisce後面? (3)請問我在學習這些課程時，要去分析句子裡的單字詞性嗎? 要一並去瞭解句子的結構嗎? 還是只要先會讀跟聽即可?,14
9365,66714,為什麼這裡是用being ,12
11123,63902,strain 在此翻譯“過濾”？ 是不是翻“使勁”較合適？,14
10579,63902,"you're  gonna  cut ... 其中的gonna幾乎聽不到.                                                                                                                                   要模仿她的發音和腔調嗎？還是唸自己的, 只要發音正確就好? 就像老師朗讀的語調和速度即可?",14
10703,25457,wanna=want to You wanna answer the question asked. 為什麼翻中的時候 不是  你「想要」回答所提出的問題 而是  你「要」回答所提出的問題,14
43415,94650,"為甚麼最後在 ""performing in American movies""，perform是用ing?",12
43414,94650,be presenting in someing   是什麼意思?,12
33000,88942,請問這邊的so是什麼意思呢?,10
32465,88942,請問這邊用eradicating也是因為in是介係詞的關係嗎?,9
32296,88942,請問這裡為什麼用carrying呢?,9
32141,88942,請問這裡為什麼用過去式there were呢?,3
32131,88942,請問這裡為什麼要用implementing，動名詞型呢?,9
31937,88942,為什麼這邊要用到on呢?,9
31233,88942,請問為什麼要用you'll be speaking呢?這邊的be+-ing有什麼特殊意義嗎?,2
31229,88942,請問這裡的yet是仍然的意思嗎?,10
86748,98193,by simply replacing your back wheel.   想請問為何replace要加ing? 因為不是直接加在by後面才需要變成ing嗎?,9
3312,57445,The shiba inu is a very intelligent yet independent dog  請問為什麼用yet  independent  dog...而不用and或but的連接詞呢 此外yet在這裡是連接詞用嗎?  還是轉折語氣用法?,10
2851,57445,"By the end of colonialism in the 1960s ,they were 35 times richer.                                                                                        他們更富有三十五倍。                                                                                        我翻譯成:差距已經達到35倍之多了                                                                                        這樣翻譯對嗎? ",14
2652,57445,So which one am I then? 我聽起來像是So which one am I meaning? ,14
2021,57445,"The whole thing in accent reduction is to hear the music in the language, because  it isn't your accent that's the problem.腔調的轉換所要做的事就是聽該國語言的音樂  因為問題所在就是那原本就不是你的腔調 請問這樣翻譯的意思對嗎?",14
69009,104059,請問set這個字在這邊翻譯成甚麼？,14
66478,104059,secure 在這邊翻譯是甚麼意思??,14
61530,31664,"老師 just so應該是片語吧? 我剛剛翻字典他有""只要,井井有條,小心謹慎""的意思 但我跟翻譯兜不上= =",14
60848,31664,"老師 這的Once是翻譯成""當.....""的意思 因為我要截取字典的話 我不知道要擷取哪一段 ",14
58824,31664,老師 這的could翻譯起來好像是might的感覺 那怎麼不直接用might呢,14
58249,31664,老師 他這的also怎麼發音好像loser ,14
57950,31664,老師 這裡的a significant的意思是什麼 這的翻譯只有說有大量的雪,14
57648,31664,老師 這裡的now that已經是既然了 翻譯怎麼在後面還有一個現在?,14
57381,31664,老師 這的and you need temperatures cold enough to freeze them into snowflakes 跟and you need temperatures that cold enough to freeze them into snowflakes. 我看翻譯有點像是中間省略that的感覺 但我不知道是不是因為這樣,14
56168,31664,老師 這裡開頭的As在翻譯上好像沒有用到 為什麼~?,14
55700,31664,"老師 他這裡的exactly翻譯成""實際"" 是因為他有""確切的""意思嗎",14
51488,31664,"老師 我在聽影片中好像that被省略掉.我也不太確定? 如果可以省略掉,那在什麼情況下,口語中的that可以被省略  ",14
50399,31664,"老師 這的so you're not meetina stranger的翻譯我有點不太懂 他這的翻的""之後""是因為時態的改變嗎 ",14
50138,31664,"老師 they mean something這段我有點想不通 如果直接翻譯的話,""它們是某些意義的"" 但好像是翻成""它們是有意義的"".",14
50137,31664,"老師 they mean something這段我有點想不通 如果直接翻譯的話,""它們是某些意義的"" 但好像是翻成""它們是有意義的"".",14
49184,31664,裡面的be presenting 在字典裡都找不到表達的意思 我該以什麼翻譯來收入單字內比較是當,14
119031,93783,Ultimate 可以翻成最理想？,14
113591,93783,這裡的may要怎麼翻？,14
112776,93783,這裡為什麼要加have?,1
91800,93783,這裡的aboard是什麼詞,9
91438,93783,"這裡為什麼不是用ignited,被點燃？",8
88696,93783,這裡的as是介系詞嗎？,10
85228,93783,這裡的as是什麼意思?,9
83368,93783,building blocks是直接翻成基礎成分嗎?,14
81851,93783,"用一般的花費, 為什麼這裡的介係詞是用at 可以用其他的代替嗎?",9
77077,93783,at all 在這裡怎麼翻譯?,14
65035,93783,這裡的as well要如何翻譯!,14
63207,93783,這裡的at all要翻成什麼?什麼時候可以用?,14
62638,93783,big idea是要翻成偉大的理想還是大的點子?,14
62634,93783,這裡的set要翻成什麼?,14
60691,93783,securing在這裡要怎麼翻譯?,14
60690,93783,這裡的rounded要怎麼翻譯,14
59783,93783,這裡的lift要怎麼翻譯?  舉起?,14
59192,93783,這裡的represented要怎麼翻譯? 什麼是被別人代表???,14
58699,93783,while learning best practices 這裡的practice要翻成作法的意思??不是練習??,14
58687,93783,parameter是翻成限制??它有這個意思嗎?,14
58376,93783,within不是在...內的意思嗎? 為什麼這裡會翻成...限制內  這裡的parameter事發成什麼??,14
50900,93783, it's about to get a lot harder. 如果寫成it's going to get a lot harder 或 it will be to get a lot harder意思一樣嗎?,4
50016,93783,etc.例句中的等等  請問一下是什麼的縮寫? 要怎麼念?   e.g.是例如的意思嗎? 什麼的縮寫? 要如何發音? 謝謝!,14
49971,93783,wanna是口語的  想要...  那gonna和gotta要怎麼翻成什麼?  可以舉個例子嗎? 謝謝!,14
48218,93783,apply in是片語嗎? 適用於 ? 為什麼要翻成''也''適用於在工作面試?,14
46531,93783,people who fit your most-valuable-customer profile. 這裡的profile要翻成檔案? 我不太了解這個意思 有沒有比較白話的說法? 謝謝!,14
46397,93783,for the first time. 這裡只能用介係詞for嗎? 不能用at or in 嗎?,9
46232,93783,想請問一下 這裡的為什麼要加as as that air goes over the mountains,10
45294,93783,"really happy after a day skiing a few inches of snow 這裡的skiing在這裡是 名詞,滑雪的意思嗎? 這一句的動詞在哪裡?  thanks!",12
45029,93783,You could use a knife. 這裡可以用can嗎? 為什麼需要用could,3
45021,93783,1. make a little slit right in this bone 在這裡的right也是當副詞用嗎?表示 ˋ直直地'?  2. just so it'll help you break the breast into two. just so 在這裡要怎麼翻?,14
45015,93783,"You can either break the backbone off,為什麼這邊翻譯是 你可以""不用""折斷雞背骨, 應該是你可以折斷雞背骨或是...",14
42541,93783,"What if it doesn't work? What if it fails? what在這邊要發成什麼? 跟上一句一樣翻成 , ...事情嗎? 要如何使用What?",14
47781,92998,built-in time翻譯成內建時間有點難理解，請問有更直白的翻譯嗎?,14
46294,92998,'' I filled in the blanks like a fairytale author.''  句義的解答對以上這句是說''我下了結論，就像一位童話故事的作者'' 想請問老師有沒有更口語一些的翻譯?''我下了結論''對我來說有點不知所云,14
1283,55525,"""if you want to be presenting in English"" <--請問為什麼要用進行式""be presenting"" ？而不是寫成 ""If you want to present in English"" ?",2
37531,87133,最近在查發音的時候有注意到，例如 diploma ，就有KK[dɪˋplomə] DJ[diˋpləumə] 兩種發音，那 KK和 DJ 是哪一種最多人說呢？還是說是有地區性的？ 那如果只學一種唸法會不會就聽不懂外國人說話呢？ 謝謝,14
31640,87133,不好意思，一直聽不出來 we're 到底是 we are 唸快一點，讓聽起來的感覺是連在一起的，還是說 we're 是直接唸成 「we兒」？謝謝 ,14
27617,84656, the supermarket is laid out so whole foods are on the perimeter.這裡的so是什麼意思呢?,10
26385,84656,"Make notes in particular of things that maybe you would improve, things that you don't necessarily like about the experience. 為何兩句中間不用加連接詞and?",10
19791,77512,be used to 不是習慣於嗎?是只有再這句是特殊用法嗎?那翻成什麼阿?,14
13134,72796, at the proper temperature 為什麼是用at介係詞,9
12975,72796,這句的know 聽不出來是為什麼?,14
37747,70394,overlit--- 片中發音似乎是overwit?? 該如何發音?,14
97619,71979,請問leap有需要特定搭配什麼介係詞嗎?,9
96932,71979,"請問persuade和convince有何不同? 另外 為何有些單字的某些字母都不會發音? 像persuade就沒有su的音, rhetoric也沒有h的音, 如果不刻意去背的話根本不會察覺到吧?",14
85192,71979,"這裡的generate可以和create替換嗎? 不然聽起來比較會想""成長""的意思吧?",14
84601,71979,請問rhetoric的h是不是不發音? 為何有些單字都會有幾個字母是不發音的?,14
83301,71979,為什麼這裡的it後面是接were而不是was?,11
79159,71979,這裡的they reach可以改寫成reaching嗎? 是不是只要是介係詞後面都是接Ving的形式?,9
78410,71979,"這裡的while和but一樣都是""但是""的意思嗎? 還是跟however一樣都是""然而""的意思?",10
78399,71979,這裡的derived from可以和originate in/come from/be born of替換嗎?,8
70762,71979,這裡的seize可以和grab/catch替換嗎?,8
70656,71979,請問those who是不是有用到什麼文法概念?,5
70528,71979,"請問這裡的precede是""（順序，位置或時間上）處在……之前""的意思嗎?",9
67718,71979,這裡的controversial可以和at issue替換嗎?,9
67706,71979,這裡的along with可以和besides替換嗎?,9
67583,71979,這裡的逗號前面本來是and Twin brothers Cameron and Tyler Winklevoss claim嗎? 這是分詞構句的用法嗎?,12
67227,71979,這裡的amplified可以和increase替換嗎?,1
65696,71979,這裡的discard可以和throw away/give up替換嗎?,8
62928,71979,這裡的execute可以和perform/carry out替換嗎?,8
62214,71979,那可以和place替換嗎?,8
59931,71979,"這裡的which是不是A short stroll away is Pier 39的關代? 如果不加逗號可以嗎? 我記得是不是好像有""限定""和""補述""這兩種用法?",5
58228,71979,這裡的forbid可以和ban/must not替換嗎?,3
58227,71979,請問這裡的who為什麼前面要接逗號? 如果用that替換可以嗎?,5
55539,71979,"這裡的as a result of和due to/owing to替換嗎? 那這和as a result有何不同?  還有為什麼很多片語裡的單字和原意都不一樣? 片語真的也不用去背嗎? 我今天在學校的書展看到一本300元英文參考書, 主要是針對近3年的學測和指考的""片語""分析, 我翻開來看有些會的但有些還不會, 我是覺得看起來的還不錯, 但我想很多我之後應該也還會在學到吧? 到後天書展就結束了, 現在還在猶豫中...... 請問您覺得我需要買嗎? 那之後還要買其他英文參考書和寫歷屆考古題嗎? 我發現自己常常在書店看到寫的還不錯的參考書都想買......",14
53505,71979,為什麼這裡的extinct明明是形容詞卻可以當主詞?,5
46523,71979,這裡的struck可以和come替換嗎?,3
39853,71979,"請問這裡的lit是""文學""的意思嗎?",13
34282,71979,為什麼這裡的kill前面沒有be動詞卻能直接加ing?,12
33931,71979,這裡的proud是pride的過去分詞嗎?,13
33452,71979,"句意理解的問題我還是有問過只是很少啦! 像有一次是聽奧斯卡畢業演講問為什麼能用2個is. 但我覺得只要單字知道意思大概也能看懂整句的意思了, 而且有時候都有句義分析或片語講解.  但我覺得自己最大的問題是平時考試時""閱讀測驗""的部分. 每次考英文時我閱讀測驗常常都要花很多時間, 甚至長達10分鐘之久! 因為看到後面就忘了前面了...... 雖然您說懂得單字越多就不會看不懂文章了. 但我就算是中問有時候也很難理解......  那如果要您去考指考您能考到100嗎? 聽說今年超難, 不過是難在哪啊? 只是單字沒背熟嗎?  另外這部影片是不是悲劇啊? 為什麼我看了有種莫名的恐懼感? 像剛剛考第1段的聽寫時, 我根本不敢抬頭起來看! 尤其是那個小男孩的照片...... 而且昨晚好像還夢到這個劇情...... 看來我今晚又要做惡夢了...... 真的感覺好恐怖......",14
32892,71979,請問在什麼情況下to是接V-ing而不是Vr?,9
32179,71979,"如果用more and more是不是要3個音節以上的動詞才能用? 如果跟外國人對話文法用錯應該也沒關係吧? 單字用對了他們應該大致上還能理解吧?  還有之前看到一本文法參考書, 我在前言看到上面寫說:學測和指考已經不考文法了 請問這是真的嗎? 我爸也說在國中其實就已經學完了.  http://buzzorange.com/vidaorange/2015/05/06/learn-english-dont-focus-on-grammar/ 美國沙發客來台幫學生上課：請問有誰是先學會文法才會說話的？  http://buzzorange.com/2015/04/09/english-learning-isnt-like-that/ 地獄式外語死亡特訓：你的小孩背的是英文，還是考卷答案？  這2篇文章我好像有分享過, 不知道您有沒有看到, 我倒是蠻想聽聽您的看法.",14
32178,71979,請問into和onto的to分開來和合起來的差別在哪?,9
32177,71979,那如果用come near可以嗎? 這也是在yahoo的字典查到的同義字,9
30926,71979,這裡的resist可以和against替換嗎?,9
30126,71979,這裡的opt可以和select/choose/prefer/pick/elect替換嗎?,9
28171,71979,這裡的get to可以和arrive替換嗎?,9
27123,71979,這裡的as是什麼意思?,9
26587,71979,"請問produce/product/production有何不同? 為什麼您說用這種""字首 字根 字尾""的方式背單字不好? ""攻其不背""難道完全不用背任何一個單字嗎? 說真的現在我已經忘掉很多之前查過的單字了, 所以每次上課時都回用""自首 字根 字尾""來拆解單字.  看了""我發現,原來學英文不用背單字!""那篇文章後, 下方有張圖表, 顯示了學完40堂課就又英檢中高級的程度, 或是多益進步280分之類的,  我現在高一, 段考都只有4.50分, 至今已經學大概半年了, 現在已經學到100堂了, 為什麼英文成績仍然是在原地踏步? 難道學到第120堂, 就可以直接飆到多益金色證書的實力嗎?  您的課程模式, 就是一直不段的重複""聽""跟""說""吧? 但這樣做真的有用嗎? 那為什麼我們從小到大天天都在講中文聽中文, 國文成績還是可以考到不及格?  還有文法到底重不重要啊? 聽說大學聯考都已經沒再考文法了? 那這樣還需要學嗎? http://buzzorange.com/vidaorange/2015/05/06/learn-english-dont-focus-on-grammar/ 美國沙發客來台幫學生上課：請問有誰是先學會文法才會說話的？",14
26266,71979,這裡的off可以和to替換嗎?,6
24345,71979,這裡的reach可以和arrive替換嗎?,9
22359,71979,"1.請問have/make/let除了在用法上都是先接受詞再接原形動詞外, 在中文意思和語氣上有何差別? ""半使役動詞""又是什麼? 用法及意思跟那3個都一樣嗎? 2.請問什麼是""5大巨型""和""9大詞類""? 可以詳細介紹他的用法嗎?",6
21577,71979,"有時候常會聽到有人會說""小case啦! 請問這是什麼意思?",14
20708,71979,這裡的looking可以和seeking替換嗎?,9
20185,71979,請問advice(勸告)跟advise(忠告)有何不同? 像這種意思和發音都相近的單字要如何區分?,14
19956,71979,"翻譯最後是寫說""地球好得很"",那為什麼不用Earth而要用planet?",14
19027,71979,這裡的dating不用加with嗎?,9
17761,71979,請問be use to和get use to的用法和意思有何不同?,8
17337,71979,這裡的firing是由fire衍生而來的嗎?,9
17265,71979,"1.這裡動名詞的Saying如果改成不定詞的To say的話意思有差嗎? 2.Saying如果當名詞是不是也有""諺語""的意思?",6
17260,71979,"1.這裡的However的中文意思為什麼不是""然而""而是""但是?如果用But替換可以嗎?  2.另外可以詳細介紹有關as的各種意思及用法嗎?  3.還有as+形容詞+as既然是""像...一樣""的意思,那as well as的意思為什麼是""也""而不是""像...一樣好""?還是說他還有其他的意思及用法?是不是還能跟其他的單字或片語代換?他又跟as good as/so as well/and的意思及用法有何不同?",6
17010,71979,這裡的lean是lay還是laid的過去式嗎?,3
15679,71979,"1.文中的片語到底是stick還是stuck? 2.另外可以回復一下我去年12/27在您那篇""30天學好英文""的留言嗎?",13
